# lattice: square
# precision: 15
# Lx Ly Jx Jy T 1/T F/N E/N C/N
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.000000000000000e+00 5.000000000000000e-01 -2.051585646047234e+00 -1.745564575312553e+00 7.248714486015762e-01
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.010000000000000e+00 4.975124378109453e-01 -2.053134003407164e+00 -1.738219111143207e+00 7.443423493151987e-01
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.020000000000000e+00 4.950495049504952e-01 -2.054719395181954e+00 -1.730675217124073e+00 7.645668296476690e-01
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.029999999999999e+00 4.926108374384238e-01 -2.056342639466540e+00 -1.722925063641480e+00 7.856048389257310e-01
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.039999999999999e+00 4.901960784313728e-01 -2.058004586400571e+00 -1.714960184027857e+00 8.075240454920682e-01
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.049999999999999e+00 4.878048780487808e-01 -2.059706121019560e+00 -1.706771390716255e+00 8.304012149614795e-01
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.059999999999999e+00 4.854368932038838e-01 -2.061448166495418e+00 -1.698348676069132e+00 8.543239106463933e-01
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.069999999999999e+00 4.830917874396139e-01 -2.063231687839861e+00 -1.689681094209394e+00 8.793926109653671e-01
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.079999999999998e+00 4.807692307692312e-01 -2.065057696162242e+00 -1.680756619072497e+00 9.057233728860886e-01
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.089999999999998e+00 4.784688995215315e-01 -2.066927253597304e+00 -1.671561972377098e+00 9.334512195946457e-01
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.099999999999998e+00 4.761904761904767e-01 -2.068841479049774e+00 -1.662082413094371e+00 9.627345023406541e-01
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.109999999999998e+00 4.739336492891000e-01 -2.070801554945525e+00 -1.652301476998586e+00 9.937605932172846e-01
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.119999999999997e+00 4.716981132075477e-01 -2.072808735237133e+00 -1.642200650560062e+00 1.026753428014831e+00
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.129999999999997e+00 4.694835680751180e-01 -2.074864354993068e+00 -1.631758957081925e+00 1.061983671034774e+00
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.139999999999997e+00 4.672897196261689e-01 -2.076969842014941e+00 -1.620952423405132e+00 1.099782677708085e+00
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.149999999999997e+00 4.651162790697682e-01 -2.079126731094804e+00 -1.609753380705652e+00 1.140562096069460e+00
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.159999999999997e+00 4.629629629629637e-01 -2.081336681774008e+00 -1.598129529347241e+00 1.184842081523399e+00
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.169999999999996e+00 4.608294930875584e-01 -2.083601500847271e+00 -1.586042658953150e+00 1.233293107631573e+00
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.179999999999996e+00 4.587155963302760e-01 -2.085923171461640e+00 -1.573446848385258e+00 1.286800080554682e+00
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.189999999999996e+00 4.566210045662109e-01 -2.088303891658908e+00 -1.560285851001370e+00 1.346564756512771e+00
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.199999999999996e+00 4.545454545454554e-01 -2.090746126936404e+00 -1.546489144098465e+00 1.414277691343220e+00
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.209999999999996e+00 4.524886877828063e-01 -2.093252684560329e+00 -1.531965661265006e+00 1.492425393700186e+00
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.219999999999995e+00 4.504504504504514e-01 -2.095826823578965e+00 -1.516593207560968e+00 1.584884468874396e+00
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.229999999999995e+00 4.484304932735436e-01 -2.098472427885663e+00 -1.500199035845855e+00 1.698200114101089e+00
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.239999999999995e+00 4.464285714285725e-01 -2.101194302461891e+00 -1.482519791978825e+00 1.844786546418516e+00
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.249999999999995e+00 4.444444444444455e-01 -2.103998749194179e+00 -1.463102732587119e+00 2.053077025387584e+00
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.259999999999994e+00 4.424778761061958e-01 -2.106894962543119e+00 -1.440968601944638e+00 2.418038021641524e+00
8192 8192 1.000000000000000e+00 1.000000000000000e+00 2.269999999999994e+00 4.405286343612346e-01 -2.109901459176977e+00 -1.410869704022486e+00 3.647345470419848e+00
