# lattice: square
# precision: 15
# Lx Ly Jx Jy T 1/T F/N E/N C/N
256 256 1.000000000000000e+00 1.000000000000000e+00 2.000000000000000e+00 5.000000000000000e-01 -2.051606778563070e+00 -1.745564575312554e+00 7.248714486015755e-01
256 256 1.000000000000000e+00 1.000000000000000e+00 2.010000000000000e+00 4.975124378109453e-01 -2.053155241585582e+00 -1.738219111143208e+00 7.443423493152000e-01
256 256 1.000000000000000e+00 1.000000000000000e+00 2.020000000000000e+00 4.950495049504952e-01 -2.054740739022950e+00 -1.730675217124072e+00 7.645668296476673e-01
256 256 1.000000000000000e+00 1.000000000000000e+00 2.029999999999999e+00 4.926108374384238e-01 -2.056364088970114e+00 -1.722925063641480e+00 7.856048389257330e-01
256 256 1.000000000000000e+00 1.000000000000000e+00 2.039999999999999e+00 4.901960784313728e-01 -2.058026141566727e+00 -1.714960184027858e+00 8.075240454920667e-01
256 256 1.000000000000000e+00 1.000000000000000e+00 2.049999999999999e+00 4.878048780487808e-01 -2.059727781848296e+00 -1.706771390716256e+00 8.304012149614832e-01
256 256 1.000000000000000e+00 1.000000000000000e+00 2.059999999999999e+00 4.854368932038838e-01 -2.061469932986734e+00 -1.698348676069132e+00 8.543239106463951e-01
256 256 1.000000000000000e+00 1.000000000000000e+00 2.069999999999999e+00 4.830917874396139e-01 -2.063253559993754e+00 -1.689681094209393e+00 8.793926109653678e-01
256 256 1.000000000000000e+00 1.000000000000000e+00 2.079999999999998e+00 4.807692307692312e-01 -2.065079673978717e+00 -1.680756619072496e+00 9.057233728860854e-01
256 256 1.000000000000000e+00 1.000000000000000e+00 2.089999999999998e+00 4.784688995215315e-01 -2.066949337076357e+00 -1.671561972377099e+00 9.334512195946449e-01
256 256 1.000000000000000e+00 1.000000000000000e+00 2.099999999999998e+00 4.761904761904767e-01 -2.068863668191408e+00 -1.662082413094371e+00 9.627345023406566e-01
256 256 1.000000000000000e+00 1.000000000000000e+00 2.109999999999998e+00 4.739336492891000e-01 -2.070823849749735e+00 -1.652301476998586e+00 9.937605932172864e-01
256 256 1.000000000000000e+00 1.000000000000000e+00 2.119999999999997e+00 4.716981132075477e-01 -2.072831135703922e+00 -1.642200650560062e+00 1.026753428014831e+00
256 256 1.000000000000000e+00 1.000000000000000e+00 2.129999999999997e+00 4.694835680751180e-01 -2.074886861122438e+00 -1.631758957081924e+00 1.061983671034773e+00
256 256 1.000000000000000e+00 1.000000000000000e+00 2.139999999999997e+00 4.672897196261689e-01 -2.076992453806889e+00 -1.620952423405132e+00 1.099782677708086e+00
256 256 1.000000000000000e+00 1.000000000000000e+00 2.149999999999997e+00 4.651162790697682e-01 -2.079149448549331e+00 -1.609753380705651e+00 1.140562096069464e+00
256 256 1.000000000000000e+00 1.000000000000000e+00 2.159999999999997e+00 4.629629629629637e-01 -2.081359504891116e+00 -1.598129529347241e+00 1.184842081523398e+00
