# lattice: square
# precision: 15
# Lx Ly Jx Jy T 1/T F/N E/N C/N
4 4 1.000000000000000e+00 1.000000000000000e+00 2.000000000000000e+00 5.000000000000000e-01 -2.138170889841448e+00 -1.755380288777435e+00 6.055326572100547e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.010000000000000e+00 4.975124378109453e-01 -2.140100027066846e+00 -1.749282249294969e+00 6.140605679917212e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.020000000000000e+00 4.950495049504952e-01 -2.142059713964648e+00 -1.743099383493050e+00 6.224966570770480e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.029999999999999e+00 4.926108374384238e-01 -2.144050216901903e+00 -1.736832647453671e+00 6.308333576139621e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.039999999999999e+00 4.901960784313728e-01 -2.146071794725766e+00 -1.730483072713373e+00 6.390631484829488e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.049999999999999e+00 4.878048780487808e-01 -2.148124698505470e+00 -1.724051765717685e+00 6.471785719520158e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.059999999999999e+00 4.854368932038838e-01 -2.150209171282428e+00 -1.717539907098892e+00 6.551722513425975e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.069999999999999e+00 4.830917874396139e-01 -2.152325447829108e+00 -1.710948750777417e+00 6.630369086291188e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.079999999999998e+00 4.807692307692312e-01 -2.154473754417347e+00 -1.704279622887865e+00 6.707653818945816e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.089999999999998e+00 4.784688995215315e-01 -2.156654308596684e+00 -1.697533920531547e+00 6.783506425646728e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.099999999999998e+00 4.761904761904767e-01 -2.158867318983337e+00 -1.690713110358087e+00 6.857858123436017e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.109999999999998e+00 4.739336492891000e-01 -2.161112985060328e+00 -1.683818726979498e+00 6.930641797760451e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.119999999999997e+00 4.716981132075477e-01 -2.163391496989324e+00 -1.676852371220792e+00 7.001792163613960e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.129999999999997e+00 4.694835680751180e-01 -2.165703035434642e+00 -1.669815708212002e+00 7.071245921486867e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.139999999999997e+00 4.672897196261689e-01 -2.168047771399884e+00 -1.662710465327127e+00 7.138941907433732e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.149999999999997e+00 4.651162790697682e-01 -2.170425866077597e+00 -1.655538429976242e+00 7.204821236603326e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.159999999999997e+00 4.629629629629637e-01 -2.172837470712336e+00 -1.648301447257587e+00 7.268827439611630e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.169999999999996e+00 4.608294930875584e-01 -2.175282726477431e+00 -1.641001417477117e+00 7.330906591178687e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.179999999999996e+00 4.587155963302760e-01 -2.177761764365761e+00 -1.633640293543503e+00 7.391007430495603e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.189999999999996e+00 4.566210045662109e-01 -2.180274705094733e+00 -1.626220078247114e+00 7.449081472835395e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.199999999999996e+00 4.545454545454554e-01 -2.182821659025683e+00 -1.618742821431929e+00 7.505083111972743e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.209999999999996e+00 4.524886877828063e-01 -2.185402726097819e+00 -1.611210617069812e+00 7.558969713030896e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.219999999999995e+00 4.504504504504514e-01 -2.188017995776800e+00 -1.603625600246847e+00 7.610701695429904e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.229999999999995e+00 4.484304932735436e-01 -2.190667547017991e+00 -1.595989944071792e+00 7.660242605667195e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.239999999999995e+00 4.464285714285725e-01 -2.193351448244408e+00 -1.588305856516936e+00 7.707559179719996e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.249999999999995e+00 4.444444444444455e-01 -2.196069757339278e+00 -1.580575577201792e+00 7.752621394918043e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.259999999999994e+00 4.424778761061958e-01 -2.198822521653147e+00 -1.572801374130235e+00 7.795402511193300e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.269999999999994e+00 4.405286343612346e-01 -2.201609778025370e+00 -1.564985540391719e+00 7.835879101673612e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.279999999999994e+00 4.385964912280713e-01 -2.204431552819822e+00 -1.557130390837212e+00 7.874031072642480e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.289999999999994e+00 4.366812227074248e-01 -2.207287861974597e+00 -1.549238258740465e+00 7.909841672946494e-01
4 4 1.000000000000000e+00 1.000000000000000e+00 2.299999999999994e+00 4.347826086956534e-01 -2.210178711065431e+00 -1.541311492455092e+00 7.943297492984270e-01
