# lattice: square
# precision: 15
# Lx Ly Jx Jy T 1/T F/N E/N C/N
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.000000000000000e+00 5.000000000000000e-01 -2.051585625470541e+00 -1.745564575312555e+00 7.248714486015722e-01
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.010000000000000e+00 4.975124378109453e-01 -2.053133982727566e+00 -1.738219111143210e+00 7.443423493152004e-01
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.020000000000000e+00 4.950495049504952e-01 -2.054719374399482e+00 -1.730675217124070e+00 7.645668296476549e-01
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.029999999999999e+00 4.926108374384238e-01 -2.056342618581183e+00 -1.722925063641476e+00 7.856048389257387e-01
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.039999999999999e+00 4.901960784313728e-01 -2.058004565412339e+00 -1.714960184027862e+00 8.075240454920705e-01
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.049999999999999e+00 4.878048780487808e-01 -2.059706099928449e+00 -1.706771390716254e+00 8.304012149614797e-01
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.059999999999999e+00 4.854368932038838e-01 -2.061448145301419e+00 -1.698348676069132e+00 8.543239106463902e-01
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.069999999999999e+00 4.830917874396139e-01 -2.063231666542966e+00 -1.689681094209397e+00 8.793926109653740e-01
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.079999999999998e+00 4.807692307692312e-01 -2.065057674762470e+00 -1.680756619072495e+00 9.057233728860814e-01
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.089999999999998e+00 4.784688995215315e-01 -2.066927232094654e+00 -1.671561972377101e+00 9.334512195946498e-01
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.099999999999998e+00 4.761904761904767e-01 -2.068841457444249e+00 -1.662082413094373e+00 9.627345023406813e-01
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.109999999999998e+00 4.739336492891000e-01 -2.070801533237105e+00 -1.652301476998584e+00 9.937605932172818e-01
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.119999999999997e+00 4.716981132075477e-01 -2.072808713425829e+00 -1.642200650560063e+00 1.026753428014826e+00
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.129999999999997e+00 4.694835680751180e-01 -2.074864333078887e+00 -1.631758957081926e+00 1.061983671034749e+00
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.139999999999997e+00 4.672897196261689e-01 -2.076969819997876e+00 -1.620952423405132e+00 1.099782677708104e+00
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.149999999999997e+00 4.651162790697682e-01 -2.079126708974838e+00 -1.609753380705650e+00 1.140562096069456e+00
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.159999999999997e+00 4.629629629629637e-01 -2.081336659551174e+00 -1.598129529347240e+00 1.184842081523398e+00
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.169999999999996e+00 4.608294930875584e-01 -2.083601478521552e+00 -1.586042658953149e+00 1.233293107631587e+00
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.179999999999996e+00 4.587155963302760e-01 -2.085923149033023e+00 -1.573446848385255e+00 1.286800080554674e+00
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.189999999999996e+00 4.566210045662109e-01 -2.088303869127429e+00 -1.560285851001370e+00 1.346564756512768e+00
131072 131072 1.000000000000000e+00 1.000000000000000e+00 2.199999999999996e+00 4.545454545454554e-01 -2.090746104302033e+00 -1.546489144098467e+00 1.414277691343228e+00
