# lattice: square
# precision: 15
# Lx Ly Jx Jy T 1/T F/N E/N C/N
512 512 1.000000000000000e+00 1.000000000000000e+00 2.000000000000000e+00 5.000000000000000e-01 -2.051590913683144e+00 -1.745564575312553e+00 7.248714486015757e-01
512 512 1.000000000000000e+00 1.000000000000000e+00 2.010000000000000e+00 4.975124378109453e-01 -2.053139297381256e+00 -1.738219111143207e+00 7.443423493151995e-01
512 512 1.000000000000000e+00 1.000000000000000e+00 2.020000000000000e+00 4.950495049504952e-01 -2.054724715494224e+00 -1.730675217124073e+00 7.645668296476671e-01
512 512 1.000000000000000e+00 1.000000000000000e+00 2.029999999999999e+00 4.926108374384238e-01 -2.056347986116990e+00 -1.722925063641480e+00 7.856048389257323e-01
512 512 1.000000000000000e+00 1.000000000000000e+00 2.039999999999999e+00 4.901960784313728e-01 -2.058009959389203e+00 -1.714960184027858e+00 8.075240454920689e-01
512 512 1.000000000000000e+00 1.000000000000000e+00 2.049999999999999e+00 4.878048780487808e-01 -2.059711520346373e+00 -1.706771390716256e+00 8.304012149614824e-01
512 512 1.000000000000000e+00 1.000000000000000e+00 2.059999999999999e+00 4.854368932038838e-01 -2.061453592160411e+00 -1.698348676069132e+00 8.543239106463945e-01
512 512 1.000000000000000e+00 1.000000000000000e+00 2.069999999999999e+00 4.830917874396139e-01 -2.063237139843031e+00 -1.689681094209393e+00 8.793926109653674e-01
512 512 1.000000000000000e+00 1.000000000000000e+00 2.079999999999998e+00 4.807692307692312e-01 -2.065063174503595e+00 -1.680756619072496e+00 9.057233728860862e-01
512 512 1.000000000000000e+00 1.000000000000000e+00 2.089999999999998e+00 4.784688995215315e-01 -2.066932758276835e+00 -1.671561972377099e+00 9.334512195946449e-01
512 512 1.000000000000000e+00 1.000000000000000e+00 2.099999999999998e+00 4.761904761904767e-01 -2.068847010067485e+00 -1.662082413094371e+00 9.627345023406568e-01
512 512 1.000000000000000e+00 1.000000000000000e+00 2.109999999999998e+00 4.739336492891000e-01 -2.070807112301412e+00 -1.652301476998586e+00 9.937605932172848e-01
512 512 1.000000000000000e+00 1.000000000000000e+00 2.119999999999997e+00 4.716981132075477e-01 -2.072814318931200e+00 -1.642200650560062e+00 1.026753428014833e+00
512 512 1.000000000000000e+00 1.000000000000000e+00 2.129999999999997e+00 4.694835680751180e-01 -2.074869965025316e+00 -1.631758957081924e+00 1.061983671034774e+00
